,G,Date,Start (ET),Venue,Opponent,Tm,Opp,W,L,Streak,W/L,FG,FGA,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Season,Team
2006,65,2023-03-06,7:30p,Away,Miami Heat,128,130,32,33,L 2,L,51,92,9,29,0.31,17,23,0.739,12,37,28,5,0,10,25,2023,Atlanta Hawks
2007,66,2023-03-08,7:00p,Away,Washington Wizards,122,120,33,33,W 1,W,45,85,12,29,0.414,20,26,0.769,8,36,26,11,5,11,17,2023,Atlanta Hawks
2008,67,2023-03-10,7:00p,Away,Washington Wizards,114,107,34,33,W 2,W,42,95,15,31,0.484,15,19,0.789,13,46,25,9,4,14,17,2023,Atlanta Hawks
2009,68,2023-03-11,7:30p,Home,Boston Celtics,125,134,34,34,L 1,L,50,100,10,34,0.294,15,16,0.938,13,48,24,4,4,10,17,2023,Atlanta Hawks
2010,69,2023-03-13,7:30p,Home,Minnesota Timberwolves,115,136,34,35,L 2,L,44,97,4,22,0.182,23,28,0.821,18,51,17,6,4,15,19,2023,Atlanta Hawks
2011,70,2023-03-17,7:30p,Home,Golden State Warriors,127,119,35,35,W 1,W,47,100,16,41,0.39,17,25,0.68,13,45,27,7,8,10,15,2023,Atlanta Hawks
2012,71,2023-03-19,4:00p,Away,San Antonio Spurs,118,126,35,36,L 1,L,48,101,5,22,0.227,17,20,0.85,20,51,21,4,4,12,13,2023,Atlanta Hawks
2013,72,2023-03-21,7:30p,Home,Detroit Pistons,129,107,36,36,W 1,W,44,95,14,38,0.368,27,36,0.75,21,61,26,5,6,9,20,2023,Atlanta Hawks
2014,73,2023-03-22,8:00p,Away,Minnesota Timberwolves,124,125,36,37,L 1,L,45,85,12,26,0.462,22,25,0.88,9,41,28,6,6,16,25,2023,Atlanta Hawks
2015,74,2023-03-25,5:00p,Home,Indiana Pacers,143,130,37,37,W 1,W,53,96,15,30,0.5,22,25,0.88,15,42,33,10,8,11,14,2023,Atlanta Hawks
2016,75,2023-03-26,6:00p,Home,Memphis Grizzlies,119,123,37,38,L 1,L,45,98,7,31,0.226,22,26,0.846,14,48,27,4,5,10,15,2023,Atlanta Hawks
2017,76,2023-03-28,7:30p,Home,Cleveland Cavaliers,120,118,38,38,W 1,W,41,89,12,27,0.444,26,33,0.788,14,51,25,5,3,12,16,2023,Atlanta Hawks
2018,77,2023-03-31,7:30p,Away,Brooklyn Nets,107,124,38,39,L 1,L,39,91,8,37,0.216,21,23,0.913,16,46,23,6,3,11,14,2023,Atlanta Hawks
2019,78,2023-04-02,6:00p,Home,Dallas Mavericks,132,130,39,39,W 1,W,51,108,12,35,0.343,18,22,0.818,16,53,28,10,3,9,22,2023,Atlanta Hawks
2020,79,2023-04-04,8:00p,Away,Chicago Bulls,123,105,40,39,W 2,W,48,86,10,28,0.357,17,19,0.895,7,48,26,5,7,16,18,2023,Atlanta Hawks
2021,80,2023-04-05,7:30p,Home,Washington Wizards,134,116,41,39,W 3,W,43,84,13,30,0.433,35,40,0.875,12,48,30,10,5,16,23,2023,Atlanta Hawks
2022,81,2023-04-07,7:30p,Home,Philadelphia 76ers,131,136,41,40,L 1,L,51,92,10,33,0.303,19,28,0.679,4,38,32,11,7,20,19,2023,Atlanta Hawks
2023,82,2023-04-09,1:00p,Away,Boston Celtics,114,120,41,41,L 2,L,44,97,11,39,0.282,15,19,0.789,16,50,27,11,5,9,12,2023,Atlanta Hawks
2024,1,2022-10-19,7:30p,Home,Cleveland Cavaliers,108,105,1,0,W 1,W,36,86,13,30,0.433,23,32,0.719,12,41,19,15,4,13,23,2023,Toronto Raptors
2025,2,2022-10-21,7:30p,Away,Brooklyn Nets,105,109,1,1,L 1,L,41,84,11,28,0.393,12,18,0.667,8,41,25,9,4,13,21,2023,Toronto Raptors
2026,3,2022-10-22,8:00p,Away,Miami Heat,109,112,1,2,L 2,L,37,87,14,39,0.359,21,28,0.75,8,37,24,9,5,6,25,2023,Toronto Raptors
2027,4,2022-10-24,7:30p,Away,Miami Heat,98,90,2,2,W 1,W,34,86,14,32,0.438,16,20,0.8,10,52,22,6,6,12,22,2023,Toronto Raptors
2028,5,2022-10-26,7:30p,Home,Philadelphia 76ers,119,109,3,2,W 2,W,46,84,16,37,0.432,11,14,0.786,6,39,32,9,5,9,21,2023,Toronto Raptors
2029,6,2022-10-28,7:30p,Home,Philadelphia 76ers,90,112,3,3,L 1,L,33,86,9,39,0.231,15,24,0.625,15,45,20,9,5,17,15,2023,Toronto Raptors
2030,7,2022-10-31,7:30p,Home,Atlanta Hawks,139,109,4,3,W 1,W,46,92,14,34,0.412,33,40,0.825,12,44,25,13,9,6,22,2023,Toronto Raptors
2031,8,2022-11-02,8:00p,Away,San Antonio Spurs,143,100,5,3,W 2,W,57,106,14,33,0.424,15,16,0.938,9,50,31,16,6,11,17,2023,Toronto Raptors
2032,9,2022-11-04,8:30p,Away,Dallas Mavericks,110,111,5,4,L 1,L,39,88,11,34,0.324,21,25,0.84,18,44,20,10,4,19,22,2023,Toronto Raptors
2033,10,2022-11-06,6:00p,Home,Chicago Bulls,113,104,6,4,W 1,W,44,103,10,37,0.27,15,20,0.75,23,52,28,11,10,9,16,2023,Toronto Raptors
2034,11,2022-11-07,8:45p,Away,Chicago Bulls,97,111,6,5,L 1,L,36,85,9,28,0.321,16,22,0.727,5,31,24,10,7,14,20,2023,Toronto Raptors
2035,12,2022-11-09,7:30p,Home,Houston Rockets,116,109,7,5,W 1,W,42,102,15,44,0.341,17,20,0.85,22,50,19,12,9,13,26,2023,Toronto Raptors
2036,13,2022-11-11,8:00p,Away,Oklahoma City Thunder,113,132,7,6,L 1,L,38,88,11,30,0.367,26,36,0.722,14,39,20,13,4,16,16,2023,Toronto Raptors
2037,14,2022-11-12,7:00p,Away,Indiana Pacers,104,118,7,7,L 2,L,37,94,7,35,0.2,23,29,0.793,16,43,14,12,8,12,18,2023,Toronto Raptors
2038,15,2022-11-14,7:00p,Away,Detroit Pistons,115,111,8,7,W 1,W,40,82,8,27,0.296,27,28,0.964,12,42,27,7,8,17,27,2023,Toronto Raptors
2039,16,2022-11-16,7:30p,Home,Miami Heat,112,104,9,7,W 2,W,44,86,7,26,0.269,17,22,0.773,16,42,23,5,3,14,23,2023,Toronto Raptors
2040,17,2022-11-19,6:00p,Away,Atlanta Hawks,122,124,9,8,L 1,L,48,108,8,37,0.216,18,22,0.818,17,51,27,11,6,13,25,2023,Toronto Raptors
2041,18,2022-11-23,7:30p,Home,Brooklyn Nets,98,112,9,9,L 2,L,36,101,7,29,0.241,19,25,0.76,23,52,16,12,2,13,13,2023,Toronto Raptors
2042,19,2022-11-26,5:00p,Home,Dallas Mavericks,105,100,10,9,W 1,W,38,88,8,26,0.308,21,26,0.808,17,48,20,10,2,13,21,2023,Toronto Raptors
2043,20,2022-11-28,7:30p,Home,Cleveland Cavaliers,100,88,11,9,W 2,W,37,84,12,28,0.429,14,17,0.824,7,45,23,4,5,10,17,2023,Toronto Raptors
2044,21,2022-11-30,8:00p,Away,New Orleans Pelicans,108,126,11,10,L 1,L,42,88,11,38,0.289,13,19,0.684,3,30,29,12,7,16,21,2023,Toronto Raptors
2045,22,2022-12-02,7:30p,Away,Brooklyn Nets,105,114,11,11,L 2,L,38,87,7,24,0.292,22,30,0.733,11,43,16,7,2,13,19,2023,Toronto Raptors
2046,23,2022-12-03,8:00p,Home,Orlando Magic,121,108,12,11,W 1,W,47,84,9,29,0.31,18,25,0.72,12,43,31,12,4,16,24,2023,Toronto Raptors
2047,24,2022-12-05,7:30p,Home,Boston Celtics,110,116,12,12,L 1,L,39,85,10,28,0.357,22,30,0.733,12,46,19,6,5,13,20,2023,Toronto Raptors
2048,25,2022-12-07,7:30p,Home,Los Angeles Lakers,126,113,13,12,W 1,W,47,106,12,43,0.279,20,24,0.833,17,54,25,10,5,11,22,2023,Toronto Raptors
2049,26,2022-12-09,7:00p,Away,Orlando Magic,109,113,13,13,L 1,L,36,85,10,35,0.286,27,33,0.818,7,33,23,10,5,7,17,2023,Toronto Raptors
2050,27,2022-12-11,6:00p,Away,Orlando Magic,99,111,13,14,L 2,L,30,75,6,25,0.24,33,38,0.868,7,28,18,9,7,9,25,2023,Toronto Raptors
2051,28,2022-12-14,7:30p,Home,Sacramento Kings,123,124,13,15,L 3,L,47,94,6,21,0.286,23,27,0.852,11,39,25,8,7,7,18,2023,Toronto Raptors
2052,29,2022-12-16,7:30p,Home,Brooklyn Nets,116,119,13,16,L 4,L,41,84,9,24,0.375,25,29,0.862,7,32,17,5,1,8,19,2023,Toronto Raptors
2053,30,2022-12-18,6:00p,Home,Golden State Warriors,110,126,13,17,L 5,L,40,95,13,33,0.394,17,22,0.773,18,43,21,6,2,12,22,2023,Toronto Raptors
2054,31,2022-12-19,7:00p,Away,Philadelphia 76ers,101,104,13,18,L 6,L,37,88,11,40,0.275,16,20,0.8,9,50,24,6,3,15,20,2023,Toronto Raptors
2055,32,2022-12-21,7:30p,Away,New York Knicks,113,106,14,18,W 1,W,42,94,9,34,0.265,20,22,0.909,16,38,17,7,4,4,16,2023,Toronto Raptors
2056,33,2022-12-23,7:30p,Away,Cleveland Cavaliers,118,107,15,18,W 2,W,42,84,19,37,0.514,15,18,0.833,11,45,25,10,2,18,20,2023,Toronto Raptors
2057,34,2022-12-27,7:30p,Home,Los Angeles Clippers,113,124,15,19,L 1,L,43,84,6,23,0.261,21,26,0.808,10,39,24,6,4,12,16,2023,Toronto Raptors
2058,35,2022-12-29,7:30p,Home,Memphis Grizzlies,106,119,15,20,L 2,L,39,96,10,28,0.357,18,24,0.75,17,47,21,11,7,8,20,2023,Toronto Raptors
2059,36,2022-12-30,7:30p,Home,Phoenix Suns,113,104,16,20,W 1,W,40,81,11,33,0.333,22,26,0.846,8,31,20,15,3,12,22,2023,Toronto Raptors
2060,37,2023-01-02,7:00p,Away,Indiana Pacers,114,122,16,21,L 1,L,41,91,14,42,0.333,18,23,0.783,12,36,26,5,11,11,27,2023,Toronto Raptors
2061,38,2023-01-04,7:30p,Home,Milwaukee Bucks,101,104,16,22,L 2,L,38,116,9,46,0.196,16,20,0.8,14,47,22,10,4,8,23,2023,Toronto Raptors
2062,39,2023-01-06,7:30p,Home,New York Knicks,108,112,16,23,L 3,L,35,83,10,29,0.345,28,35,0.8,12,46,22,7,3,7,23,2023,Toronto Raptors
2063,40,2023-01-08,3:30p,Home,Portland Trail Blazers,117,105,17,23,W 1,W,40,91,12,31,0.387,25,29,0.862,13,41,26,12,8,10,28,2023,Toronto Raptors
2064,41,2023-01-10,7:30p,Home,Charlotte Hornets,132,120,18,23,W 2,W,45,91,20,44,0.455,22,27,0.815,18,49,32,4,4,11,17,2023,Toronto Raptors
2065,42,2023-01-12,7:30p,Home,Charlotte Hornets,124,114,19,23,W 3,W,43,83,10,28,0.357,28,36,0.778,8,32,30,15,4,9,23,2023,Toronto Raptors
2066,43,2023-01-14,7:30p,Home,Atlanta Hawks,103,114,19,24,L 1,L,36,87,7,29,0.241,24,30,0.8,11,43,19,9,3,12,19,2023,Toronto Raptors
2067,44,2023-01-16,3:00p,Away,New York Knicks,123,121,20,24,W 1,W,38,96,13,44,0.295,34,41,0.829,14,42,27,8,12,6,25,2023,Toronto Raptors
2068,45,2023-01-17,7:30p,Away,Milwaukee Bucks,122,130,20,25,L 1,L,46,101,13,35,0.371,17,27,0.63,20,50,20,7,5,9,14,2023,Toronto Raptors
2069,46,2023-01-19,8:00p,Away,Minnesota Timberwolves,126,128,20,26,L 2,L,46,87,14,28,0.5,20,27,0.741,8,38,26,8,6,16,19,2023,Toronto Raptors
2070,47,2023-01-21,5:00p,Home,Boston Celtics,104,106,20,27,L 3,L,46,86,7,19,0.368,5,7,0.714,6,41,24,7,9,14,13,2023,Toronto Raptors
2071,48,2023-01-22,6:00p,Home,New York Knicks,125,116,21,27,W 1,W,41,90,15,34,0.441,28,35,0.8,17,45,21,12,4,7,20,2023,Toronto Raptors
2072,49,2023-01-25,10:00p,Away,Sacramento Kings,113,95,22,27,W 2,W,48,97,12,40,0.3,5,7,0.714,11,41,28,12,8,9,17,2023,Toronto Raptors
2073,50,2023-01-27,10:00p,Away,Golden State Warriors,117,129,22,28,L 1,L,46,101,12,33,0.364,13,21,0.619,14,46,24,5,4,10,17,2023,Toronto Raptors
2074,51,2023-01-28,10:00p,Away,Portland Trail Blazers,123,105,23,28,W 1,W,48,92,10,30,0.333,17,18,0.944,15,45,24,6,3,6,18,2023,Toronto Raptors
2075,52,2023-01-30,9:00p,Away,Phoenix Suns,106,114,23,29,L 1,L,40,89,9,33,0.273,17,19,0.895,16,44,19,9,4,13,19,2023,Toronto Raptors
2076,53,2023-02-01,9:00p,Away,Utah Jazz,128,131,23,30,L 2,L,50,110,10,23,0.435,18,26,0.692,25,52,27,11,2,7,22,2023,Toronto Raptors
2077,54,2023-02-03,8:00p,Away,Houston Rockets,117,111,24,30,W 1,W,41,90,15,39,0.385,20,27,0.741,13,43,21,9,7,9,25,2023,Toronto Raptors
2078,55,2023-02-05,6:00p,Away,Memphis Grizzlies,106,103,25,30,W 2,W,44,101,11,36,0.306,7,12,0.583,11,42,24,11,3,11,16,2023,Toronto Raptors
2079,56,2023-02-08,7:30p,Home,San Antonio Spurs,112,98,26,30,W 3,W,43,88,10,28,0.357,16,21,0.762,9,51,21,11,7,16,19,2023,Toronto Raptors
2080,57,2023-02-10,7:30p,Home,Utah Jazz,116,122,26,31,L 1,L,41,91,12,34,0.353,22,30,0.733,9,40,28,11,3,13,30,2023,Toronto Raptors
2081,58,2023-02-12,3:00p,Home,Detroit Pistons,119,118,27,31,W 1,W,42,87,11,30,0.367,24,36,0.667,13,40,21,5,8,8,26,2023,Toronto Raptors
2082,59,2023-02-14,7:30p,Home,Orlando Magic,123,113,28,31,W 2,W,50,83,8,24,0.333,15,20,0.75,13,40,31,9,11,18,16,2023,Toronto Raptors
2083,60,2023-02-23,7:30p,Home,New Orleans Pelicans,115,110,29,31,W 3,W,43,92,9,31,0.29,20,25,0.8,11,48,17,10,5,11,20,2023,Toronto Raptors
2084,61,2023-02-25,12:00p,Away,Detroit Pistons,95,91,30,31,W 4,W,33,88,7,26,0.269,22,34,0.647,10,46,22,9,5,8,18,2023,Toronto Raptors
2085,62,2023-02-26,6:00p,Away,Cleveland Cavaliers,93,118,30,32,L 1,L,36,93,9,25,0.36,12,15,0.8,13,43,19,4,4,14,16,2023,Toronto Raptors
2086,63,2023-02-28,7:30p,Home,Chicago Bulls,104,98,31,32,W 1,W,38,94,15,42,0.357,13,19,0.684,19,47,26,11,6,11,17,2023,Toronto Raptors
2087,64,2023-03-02,7:00p,Away,Washington Wizards,108,119,31,33,L 1,L,41,92,9,33,0.273,17,17,1,13,43,28,8,7,14,21,2023,Toronto Raptors
2088,65,2023-03-04,5:00p,Away,Washington Wizards,116,109,32,33,W 1,W,47,90,12,30,0.4,10,14,0.714,10,34,30,14,4,14,21,2023,Toronto Raptors
2089,66,2023-03-06,9:00p,Away,Denver Nuggets,113,118,32,34,L 1,L,43,86,10,27,0.37,17,20,0.85,11,41,29,6,4,15,20,2023,Toronto Raptors
2090,67,2023-03-08,10:00p,Away,Los Angeles Clippers,100,108,32,35,L 2,L,37,96,13,32,0.406,13,14,0.929,15,41,21,12,2,12,23,2023,Toronto Raptors
2091,68,2023-03-10,10:30p,Away,Los Angeles Lakers,112,122,32,36,L 3,L,46,92,10,28,0.357,10,13,0.769,10,37,29,14,3,13,16,2023,Toronto Raptors
2092,69,2023-03-14,7:30p,Home,Denver Nuggets,125,110,33,36,W 1,W,49,93,12,30,0.4,15,17,0.882,14,44,25,10,2,11,18,2023,Toronto Raptors
2093,70,2023-03-16,7:30p,Home,Oklahoma City Thunder,128,111,34,36,W 2,W,47,97,14,32,0.438,20,28,0.714,19,59,29,10,6,10,20,2023,Toronto Raptors
2094,71,2023-03-18,7:00p,Home,Minnesota Timberwolves,122,107,35,36,W 3,W,48,90,9,27,0.333,17,21,0.81,9,45,23,11,3,15,25,2023,Toronto Raptors
2095,72,2023-03-19,8:00p,Away,Milwaukee Bucks,111,118,35,37,L 1,L,44,99,14,34,0.412,9,12,0.75,9,41,25,6,4,7,15,2023,Toronto Raptors
2096,73,2023-03-22,7:30p,Home,Indiana Pacers,114,118,35,38,L 2,L,39,89,7,34,0.206,29,39,0.744,13,40,21,11,7,10,22,2023,Toronto Raptors
2097,74,2023-03-24,7:30p,Home,Detroit Pistons,118,97,36,38,W 1,W,41,92,13,37,0.351,23,29,0.793,15,46,25,12,9,11,24,2023,Toronto Raptors
2098,75,2023-03-26,6:00p,Home,Washington Wizards,114,104,37,38,W 2,W,45,98,11,31,0.355,13,16,0.813,18,53,22,13,6,11,19,2023,Toronto Raptors
2099,76,2023-03-28,7:30p,Home,Miami Heat,106,92,38,38,W 3,W,45,93,8,36,0.222,8,9,0.889,15,47,32,8,7,9,13,2023,Toronto Raptors
2100,77,2023-03-31,7:00p,Away,Philadelphia 76ers,110,117,38,39,L 1,L,42,84,8,26,0.308,18,23,0.783,14,34,26,6,3,13,19,2023,Toronto Raptors
2101,78,2023-04-02,1:00p,Away,Charlotte Hornets,128,108,39,39,W 1,W,56,104,8,28,0.286,8,8,1,15,45,38,8,6,7,14,2023,Toronto Raptors
2102,79,2023-04-04,7:00p,Away,Charlotte Hornets,120,100,40,39,W 2,W,42,88,15,33,0.455,21,28,0.75,10,41,27,13,7,6,18,2023,Toronto Raptors
2103,80,2023-04-05,7:30p,Away,Boston Celtics,93,97,40,40,L 1,L,37,90,6,33,0.182,13,17,0.765,13,50,20,10,7,11,19,2023,Toronto Raptors
2104,81,2023-04-07,7:30p,Away,Boston Celtics,102,121,40,41,L 2,L,40,93,9,31,0.29,13,17,0.765,12,35,21,12,2,7,17,2023,Toronto Raptors
2105,82,2023-04-09,1:00p,Home,Milwaukee Bucks,121,105,41,41,W 1,W,48,95,11,33,0.333,14,16,0.875,7,45,29,8,2,9,19,2023,Toronto Raptors
2106,1,2022-10-19,7:30p,Away,Miami Heat,116,108,1,0,W 1,W,41,93,13,36,0.361,21,28,0.75,12,46,23,12,6,14,26,2023,Chicago Bulls
2107,2,2022-10-21,7:00p,Away,Washington Wizards,100,102,1,1,L 1,L,33,79,7,27,0.259,27,33,0.818,10,38,19,8,3,13,15,2023,Chicago Bulls
2108,3,2022-10-22,8:00p,Home,Cleveland Cavaliers,96,128,1,2,L 2,L,34,84,7,29,0.241,21,25,0.84,10,35,19,12,7,10,19,2023,Chicago Bulls
2109,4,2022-10-24,8:00p,Home,Boston Celtics,120,102,2,2,W 1,W,42,87,10,21,0.476,26,29,0.897,14,60,29,4,6,13,18,2023,Chicago Bulls
2110,5,2022-10-26,8:00p,Home,Indiana Pacers,124,109,3,2,W 2,W,43,87,16,30,0.533,22,24,0.917,9,44,34,10,5,17,25,2023,Chicago Bulls
2111,6,2022-10-28,8:30p,Away,San Antonio Spurs,124,129,3,3,L 1,L,47,99,9,27,0.333,21,26,0.808,15,42,20,13,3,12,19,2023,Chicago Bulls
2112,7,2022-10-29,8:00p,Home,Philadelphia 76ers,109,114,3,4,L 2,L,36,80,11,31,0.355,26,29,0.897,9,40,22,7,3,18,20,2023,Chicago Bulls
2113,8,2022-11-01,7:30p,Away,Brooklyn Nets,108,99,4,4,W 1,W,39,89,12,30,0.4,18,21,0.857,11,44,20,8,4,9,13,2023,Chicago Bulls
2114,9,2022-11-02,8:00p,Home,Charlotte Hornets,106,88,5,4,W 2,W,38,88,14,31,0.452,16,18,0.889,11,51,28,6,9,19,18,2023,Chicago Bulls
2115,10,2022-11-04,7:30p,Away,Boston Celtics,119,123,5,5,L 1,L,43,83,11,28,0.393,22,25,0.88,4,37,21,8,5,17,28,2023,Chicago Bulls
2116,11,2022-11-06,6:00p,Away,Toronto Raptors,104,113,5,6,L 2,L,40,88,13,36,0.361,11,13,0.846,15,46,27,5,10,17,20,2023,Chicago Bulls
2117,12,2022-11-07,8:45p,Home,Toronto Raptors,111,97,6,6,W 1,W,42,80,9,28,0.321,18,22,0.818,9,49,30,7,7,21,21,2023,Chicago Bulls
2118,13,2022-11-09,8:00p,Home,New Orleans Pelicans,111,115,6,7,L 1,L,44,87,7,27,0.259,16,18,0.889,6,35,23,5,8,15,23,2023,Chicago Bulls
2119,14,2022-11-13,8:00p,Home,Denver Nuggets,103,126,6,8,L 2,L,40,81,6,22,0.273,17,21,0.81,8,36,24,9,4,18,19,2023,Chicago Bulls
2120,15,2022-11-16,8:00p,Away,New Orleans Pelicans,110,124,6,9,L 3,L,44,89,11,32,0.344,11,17,0.647,7,37,25,2,1,12,18,2023,Chicago Bulls
2121,16,2022-11-18,8:00p,Home,Orlando Magic,107,108,6,10,L 4,L,41,89,5,21,0.238,20,25,0.8,13,46,27,6,6,11,19,2023,Chicago Bulls
2122,17,2022-11-21,8:00p,Home,Boston Celtics,121,107,7,10,W 1,W,46,89,14,29,0.483,15,20,0.75,8,51,26,10,1,11,19,2023,Chicago Bulls
2123,18,2022-11-23,8:00p,Away,Milwaukee Bucks,118,113,8,10,W 2,W,43,87,18,42,0.429,14,18,0.778,5,35,30,9,12,13,20,2023,Chicago Bulls
2124,19,2022-11-25,8:00p,Away,Oklahoma City Thunder,119,123,8,11,L 1,L,44,101,12,33,0.364,19,23,0.826,14,47,25,5,4,15,24,2023,Chicago Bulls
2125,20,2022-11-28,9:00p,Away,Utah Jazz,114,107,9,11,W 1,W,43,93,6,22,0.273,22,25,0.88,13,50,21,6,3,7,17,2023,Chicago Bulls
2126,21,2022-11-30,9:00p,Away,Phoenix Suns,113,132,9,12,L 1,L,41,82,4,25,0.16,27,33,0.818,5,35,21,5,6,11,19,2023,Chicago Bulls
2127,22,2022-12-02,10:00p,Away,Golden State Warriors,111,119,9,13,L 2,L,43,93,9,27,0.333,16,24,0.667,6,44,28,7,1,12,28,2023,Chicago Bulls
2128,23,2022-12-04,6:00p,Away,Sacramento Kings,101,110,9,14,L 3,L,38,86,9,25,0.36,16,19,0.842,7,39,17,9,5,16,16,2023,Chicago Bulls
2129,24,2022-12-07,8:00p,Home,Washington Wizards,115,111,10,14,W 1,W,45,90,10,23,0.435,15,17,0.882,6,41,29,11,4,19,20,2023,Chicago Bulls
2130,25,2022-12-10,8:00p,Home,Dallas Mavericks,144,115,11,14,W 2,W,54,85,19,34,0.559,17,24,0.708,4,44,33,8,5,8,17,2023,Chicago Bulls
2131,26,2022-12-11,6:30p,Away,Atlanta Hawks,122,123,11,15,L 1,L,48,100,7,27,0.259,19,23,0.826,13,53,28,11,6,18,21,2023,Chicago Bulls
2132,27,2022-12-14,7:30p,Home,New York Knicks,120,128,11,16,L 2,L,46,84,9,28,0.321,19,22,0.864,3,31,25,6,7,12,18,2023,Chicago Bulls
2133,28,2022-12-16,8:00p,Home,New York Knicks,91,114,11,17,L 3,L,36,77,12,30,0.4,7,8,0.875,2,39,26,3,2,20,25,2023,Chicago Bulls
2134,29,2022-12-18,7:00p,Away,Minnesota Timberwolves,126,150,11,18,L 4,L,46,88,16,38,0.421,18,24,0.75,6,30,31,6,1,11,16,2023,Chicago Bulls
2135,30,2022-12-20,7:30p,Away,Miami Heat,113,103,12,18,W 1,W,40,73,13,31,0.419,20,24,0.833,5,39,24,7,0,16,16,2023,Chicago Bulls
2136,31,2022-12-21,7:30p,Away,Atlanta Hawks,110,108,13,18,W 2,W,43,86,7,24,0.292,17,22,0.773,8,47,20,9,4,11,15,2023,Chicago Bulls
2137,32,2022-12-23,7:30p,Away,New York Knicks,118,117,14,18,W 3,W,45,93,14,31,0.452,14,18,0.778,11,41,24,6,4,4,22,2023,Chicago Bulls
2138,33,2022-12-26,8:00p,Home,Houston Rockets,118,133,14,19,L 1,L,45,92,13,35,0.371,15,21,0.714,8,35,27,6,2,8,19,2023,Chicago Bulls
2139,34,2022-12-28,8:00p,Home,Milwaukee Bucks,119,113,15,19,W 1,W,42,92,9,23,0.391,26,30,0.867,7,52,21,5,10,13,23,2023,Chicago Bulls
2140,35,2022-12-30,8:00p,Home,Detroit Pistons,132,118,16,19,W 2,W,53,92,12,27,0.444,14,15,0.933,12,38,21,10,4,13,20,2023,Chicago Bulls
2141,36,2022-12-31,7:00p,Home,Cleveland Cavaliers,102,103,16,20,L 1,L,39,81,7,21,0.333,17,24,0.708,9,40,14,15,6,15,15,2023,Chicago Bulls
2142,37,2023-01-02,7:00p,Away,Cleveland Cavaliers,134,145,16,21,L 2,L,47,95,10,33,0.303,30,34,0.882,6,42,22,8,2,7,33,2023,Chicago Bulls
2143,38,2023-01-04,8:00p,Home,Brooklyn Nets,121,112,17,21,W 1,W,43,81,8,20,0.4,27,29,0.931,6,46,21,7,7,15,16,2023,Chicago Bulls
2144,39,2023-01-06,7:00p,Away,Philadelphia 76ers,126,112,18,21,W 2,W,48,84,20,34,0.588,10,17,0.588,8,45,33,3,4,11,14,2023,Chicago Bulls
2145,40,2023-01-07,8:00p,Home,Utah Jazz,126,118,19,21,W 3,W,44,83,13,28,0.464,25,32,0.781,7,44,22,4,4,10,22,2023,Chicago Bulls
2146,41,2023-01-09,7:30p,Away,Boston Celtics,99,107,19,22,L 1,L,39,86,12,35,0.343,9,14,0.643,6,42,19,6,1,7,18,2023,Chicago Bulls
2147,42,2023-01-11,7:00p,Away,Washington Wizards,97,100,19,23,L 2,L,41,88,9,29,0.31,6,9,0.667,8,39,16,7,6,12,19,2023,Chicago Bulls
2148,43,2023-01-13,8:00p,Home,Oklahoma City Thunder,110,124,19,24,L 3,L,38,85,12,38,0.316,22,24,0.917,10,42,30,7,5,16,17,2023,Chicago Bulls
2149,44,2023-01-15,3:30p,Home,Golden State Warriors,132,118,20,24,W 1,W,48,95,15,39,0.385,21,24,0.875,7,38,29,12,1,10,18,2023,Chicago Bulls
2150,45,2023-01-19,3:00p,Away,Detroit Pistons,126,108,21,24,W 2,W,50,92,7,23,0.304,19,21,0.905,11,48,23,11,8,14,17,2023,Chicago Bulls
2151,46,2023-01-23,8:00p,Home,Atlanta Hawks,111,100,22,24,W 3,W,44,95,11,34,0.324,12,18,0.667,15,47,28,13,3,9,20,2023,Chicago Bulls
2152,47,2023-01-24,7:00p,Away,Indiana Pacers,110,116,22,25,L 1,L,43,88,5,24,0.208,19,25,0.76,11,45,19,5,5,16,23,2023,Chicago Bulls
2153,48,2023-01-26,7:30p,Away,Charlotte Hornets,96,111,22,26,L 2,L,37,91,4,25,0.16,18,22,0.818,7,43,16,8,2,13,20,2023,Chicago Bulls
2154,49,2023-01-28,7:00p,Away,Orlando Magic,128,109,23,26,W 1,W,48,81,16,35,0.457,16,19,0.842,4,38,30,5,6,12,22,2023,Chicago Bulls
2155,50,2023-01-31,8:00p,Home,Los Angeles Clippers,103,108,23,27,L 1,L,38,77,12,24,0.5,15,21,0.714,6,51,26,6,6,20,19,2023,Chicago Bulls
2156,51,2023-02-02,8:00p,Home,Charlotte Hornets,114,98,24,27,W 1,W,41,79,11,28,0.393,21,26,0.808,8,40,24,9,3,13,18,2023,Chicago Bulls
2157,52,2023-02-04,8:00p,Home,Portland Trail Blazers,129,121,25,27,W 2,W,48,80,12,26,0.462,21,25,0.84,6,41,32,6,3,12,19,2023,Chicago Bulls
2158,53,2023-02-06,8:00p,Home,San Antonio Spurs,128,104,26,27,W 3,W,50,89,6,22,0.273,22,25,0.88,7,49,27,10,6,13,12,2023,Chicago Bulls
2159,54,2023-02-07,8:00p,Away,Memphis Grizzlies,89,104,26,28,L 1,L,32,87,7,35,0.2,18,27,0.667,11,49,24,9,3,18,16,2023,Chicago Bulls
2160,55,2023-02-09,7:30p,Away,Brooklyn Nets,105,116,26,29,L 2,L,42,91,5,26,0.192,16,21,0.762,8,46,15,4,2,11,16,2023,Chicago Bulls
